target_abuse_score,target_confidence,target_auto_blocked,total_reports,vt_detections,abuse_score,confidence,threatfox_iocs,mitre_confidence,asshole_score,classification_confidence,usage_type,country_code,threat_category,infrastructure_type,suspicious_isp,young_domain,residential_proxy,verified_identity,published_ip_ranges,signal_abuse_reports,signal_vt_detections,signal_threatfox,signal_suspicious_infra,signal_behavioral,reports_to_vt_ratio,has_ssl_data,ssl_port_open,id
40,45,1,10,0,40,45,0,65,75.41392685158225,55,"Data Center/Web Hosting/Transit","SG","ABUSIVE_ACTOR","DATACENTER",1,0,0,0,0,1,0,0,1,1,10,1,0,"indicator--2699e20e-0360-417e-9fec-fc75b8333703"
0,80,0,0,0,0,80,0,0,0,0,"unknown","unknown","unknown","unknown",0,0,0,0,0,0,0,0,0,0,0,0,0,"indicator--threatfox-8e1b3f63-7098-5a4f-b51f-db9094ca4846"
32,42,1,9,2,32,42,0,0,44,65,"Data Center/Web Hosting/Transit","CA","ABUSIVE_ACTOR","DATACENTER",0,0,0,0,0,1,1,0,0,1,3,1,0,"indicator--cce3c07a-4cee-4060-b990-a878e816c364"
38,53,1,11,2,38,53,0,65,75.79181246047625,70,"Data Center/Web Hosting/Transit","SG","ABUSIVE_ACTOR","DATACENTER",1,0,0,0,0,1,1,0,1,1,3.6666666666666665,1,0,"indicator--72387b89-d160-4c59-8970-29a44365915b"
37,37,1,96,0,37,37,0,65,56.867717342662445,60,"Data Center/Web Hosting/Transit","BR","ABUSIVE_ACTOR","CLOUD",0,0,0,0,0,1,0,0,0,1,96,1,0,"indicator--78c42e64-d887-4f7e-b49c-7f64c3d50851"
52,52,1,74,0,52,52,0,65,70.750612633917,60,"Data Center/Web Hosting/Transit","US","ABUSIVE_ACTOR","CLOUD",0,0,0,0,0,1,0,0,0,1,74,1,0,"indicator--f4e40643-b394-4a5c-a33d-c2af17ec29ae"
52,52,1,41,0,52,52,0,0,68.23249290397901,50,"Fixed Line ISP","CN","UNKNOWN_THREAT","RESIDENTIAL",0,0,1,0,0,1,0,0,0,1,41,1,0,"indicator--b9c8907d-3b24-4682-b75a-1e64618cd4c8"
0,80,0,0,0,0,80,0,0,0,0,"unknown","unknown","unknown","unknown",0,0,0,0,0,0,0,0,0,0,0,0,0,"indicator--threatfox-af742229-8475-5c0c-9601-3a7645f45a70"
100,100,1,878,2,100,100,0,95,131.4398887507377,85,"Data Center/Web Hosting/Transit","US","SCANNER","CLOUD",0,0,0,0,0,1,1,0,0,1,292.6666666666667,1,0,"indicator--5a4c85fc-9ab1-4af8-a183-e2d028c560de"
0,80,0,0,0,0,80,0,0,0,0,"unknown","unknown","unknown","unknown",0,0,0,0,0,0,0,0,0,0,0,0,0,"indicator--threatfox-247356e6-f1f6-559c-a4d1-0c3bce15febe"
40,55,1,30,1,40,55,0,65,80.91361693834273,70,"Commercial","CN","PROXY_SERVICE","PROXY",1,0,0,0,0,1,1,0,1,1,15,1,0,"indicator--9eb366fc-1507-4578-a773-1ef1e7899d37"
100,100,1,1182,0,100,100,0,90,130.7298474462793,70,"Data Center/Web Hosting/Transit","US","SCANNER","DATACENTER",0,0,0,0,0,1,0,0,0,1,1182,1,0,"indicator--d6dea64b-9bc5-40b8-a2d3-8dbbacdeb1fc"
73,73,1,35,0,73,73,0,65,88.56302500767288,50,"Data Center/Web Hosting/Transit","PL","ABUSIVE_ACTOR","CLOUD",0,0,0,0,0,1,0,0,0,1,35,1,0,"indicator--69910a95-5070-4a89-af22-13e8d8e2ff2d"
37,37,1,15,0,37,37,0,0,49.04119982655925,50,"Data Center/Web Hosting/Transit","DE","ABUSIVE_ACTOR","DATACENTER",0,0,0,0,0,1,0,0,0,1,15,1,0,"indicator--e6898f67-d548-40b5-991e-d30b97b59565"
100,100,1,333,0,100,100,0,90,125.23746466811565,70,"Data Center/Web Hosting/Transit","LT","SCANNER","DATACENTER",0,0,0,0,0,1,0,0,0,1,333,1,0,"indicator--952391fa-b470-45e7-8f1f-e72bdd10046b"
37,52,1,29,1,37,52,0,65,77.77121254719663,70,"Data Center/Web Hosting/Transit","SG","ABUSIVE_ACTOR","DATACENTER",1,0,0,0,0,1,1,0,1,1,14.5,1,0,"indicator--ff808715-b0fb-4adb-a482-d0e16fa07cce"
50,60,1,15,2,50,60,0,0,64.04119982655925,65,"Mobile ISP","PL","UNKNOWN_THREAT","RESIDENTIAL",0,0,1,0,0,1,1,0,0,1,5,1,0,"indicator--d6f55fd5-053d-4bd3-8333-fc8f39527395"
90,95,1,201,0,90,95,0,90,138.05351369446623,75,"Data Center/Web Hosting/Transit","SG","SCANNER","DATACENTER",1,0,0,0,0,1,0,0,1,1,201,1,0,"indicator--bd6c9406-b6c5-41a1-88de-5774a75926fb"
96,96,1,71,0,96,96,0,65,114.57332496431269,70,"Fixed Line ISP","US","UNKNOWN_THREAT","RESIDENTIAL",0,0,1,0,0,1,0,0,0,1,71,1,0,"indicator--8a27e1b0-6b99-4ea9-afad-8f6c41ed1900"
46,46,1,35,0,46,46,0,65,61.56302500767288,50,"Data Center/Web Hosting/Transit","ES","ABUSIVE_ACTOR","CLOUD",0,0,0,0,0,1,0,0,0,1,35,1,0,"indicator--a1ed0957-8598-490d-8a78-5237fe9acf87"
49,49,1,72,0,49,49,0,65,67.63322860120456,60,"Data Center/Web Hosting/Transit","US","ABUSIVE_ACTOR","CLOUD",0,0,0,0,0,1,0,0,0,1,72,1,0,"indicator--1ca740f2-c2ce-48b7-8dfb-6bb5b649f29c"
23,38,1,7,2,23,38,0,65,59.03089986991944,70,"Data Center/Web Hosting/Transit","SG","ABUSIVE_ACTOR","DATACENTER",1,0,0,0,0,1,1,0,1,1,2.3333333333333335,1,0,"indicator--047f749b-690f-4fb2-9e1e-ff6daae7ff7a"
100,100,1,414,0,100,100,0,90,126.18048096712093,70,"Fixed Line ISP","NL","UNKNOWN_THREAT","RESIDENTIAL",0,0,1,0,0,1,0,0,0,1,414,1,0,"indicator--07c97d19-6630-4ea8-b9af-d00480595d25"
100,100,1,319,0,100,100,0,90,125.05149978319906,70,"Data Center/Web Hosting/Transit","DE","SCANNER","DATACENTER",0,0,0,0,0,1,0,0,0,1,319,1,0,"indicator--3f813219-49f6-48c6-b521-dee5382156b9"
80,80,1,18,0,80,80,0,80,92.78753600952828,50,"Data Center/Web Hosting/Transit","US","ABUSIVE_ACTOR","DATACENTER",0,0,0,0,0,1,0,0,0,1,18,1,0,"indicator--25ed6c28-f6ca-4033-a3a5-5b70fc95d9c7"
51,51,1,23,0,51,51,0,65,64.80211241711606,50,"Data Center/Web Hosting/Transit","US","ABUSIVE_ACTOR","CLOUD",0,0,0,0,0,1,0,0,0,1,23,1,0,"indicator--aff322d8-f3e4-4901-abf6-d08c3ba2ee49"
0,80,0,0,0,0,80,0,0,0,0,"unknown","unknown","unknown","unknown",0,0,0,0,0,0,0,0,0,0,0,0,0,"indicator--threatfox-514d4e18-5d58-5bb9-bf03-60ae9b3574f1"
100,100,1,46,1,100,100,0,75,117.72097857935718,75,"Fixed Line ISP","MA","UNKNOWN_THREAT","RESIDENTIAL",0,0,1,0,0,1,1,0,0,1,23,1,0,"indicator--923ed58e-0ea0-4cc3-82b3-04922ec0319d"
100,100,1,87,4,100,100,0,80,123.44482672150168,85,"Data Center/Web Hosting/Transit","SG","ABUSIVE_ACTOR","CLOUD",0,0,0,0,0,1,1,0,0,1,17.4,1,0,"indicator--4fed1df0-65c8-4e74-b599-16fd4e94f3af"
100,100,1,1097,0,100,100,0,90,130.40602340114074,70,"Data Center/Web Hosting/Transit","US","SCANNER","DATACENTER",0,0,0,0,0,1,0,0,0,1,1097,1,0,"indicator--e07c9cbe-a359-4293-b577-0e1153065178"
32,32,1,125,0,32,32,0,65,53.003705451175634,60,"Data Center/Web Hosting/Transit","US","SCANNER","DATACENTER",0,0,0,0,0,1,0,0,0,1,125,1,0,"indicator--828cf455-af40-4479-b940-ca000af542fc"
100,100,1,779,0,100,100,0,90,128.9209460269048,70,"Data Center/Web Hosting/Transit","DE","SCANNER","CLOUD",0,0,0,0,0,1,0,0,0,1,779,1,0,"indicator--f5821e1b-32e7-4de6-a7f6-6b74f114fb7c"
100,100,1,613,9,100,100,0,95,136.88168371141168,85,"Data Center/Web Hosting/Transit","FR","MALICIOUS_BOT","DATACENTER",0,0,0,0,0,1,1,0,0,1,61.3,1,0,"indicator--5f40a6dc-3c95-4ef1-98fc-73a3b7f2a01a"
30,45,1,8,2,30,45,0,65,66.54242509439325,70,"Data Center/Web Hosting/Transit","SG","ABUSIVE_ACTOR","DATACENTER",1,0,0,0,0,1,1,0,1,1,2.6666666666666665,1,0,"indicator--4e264d5b-ed67-46be-9342-7181cf056ed9"
58,63,1,149,0,58,63,0,75,104.76091259055681,65,"Data Center/Web Hosting/Transit","SG","SCANNER","DATACENTER",1,0,0,0,0,1,0,0,1,1,149,1,0,"indicator--4bea76a3-6f89-4063-b291-ae9967de80d1"
0,80,0,0,0,0,80,0,0,0,0,"unknown","unknown","unknown","unknown",0,0,0,0,0,0,0,0,0,0,0,0,0,"indicator--threatfox-34fe745a-d70f-5fdb-8d67-b8609669d9fc"
34,49,1,8,2,34,49,0,65,70.54242509439325,70,"Data Center/Web Hosting/Transit","SG","ABUSIVE_ACTOR","DATACENTER",1,0,0,0,0,1,1,0,1,1,2.6666666666666665,1,0,"indicator--69647ebf-e4b3-429a-a0c0-720dbf3bbbee"
33,48,1,28,3,33,48,0,65,75.62397997898955,70,"Fixed Line ISP","SE","PROXY_SERVICE","PROXY",1,0,0,0,0,1,1,0,1,1,7,1,0,"indicator--6671ade3-a509-4fe9-96da-3d1374f5aac5"
54,54,1,24,0,54,54,0,65,67.97940008672037,50,"Data Center/Web Hosting/Transit","US","ABUSIVE_ACTOR","CLOUD",0,0,0,0,0,1,0,0,0,1,24,1,0,"indicator--eb4905a7-807b-4f75-b991-1bca3a2416e7"
46,46,1,34,0,46,46,0,0,61.44068044350276,50,"Mobile ISP","CN","UNKNOWN_THREAT","RESIDENTIAL",0,0,1,0,0,1,0,0,0,1,34,1,0,"indicator--01381970-1ae0-4d39-b806-12b1731fdfc6"
23,38,1,7,1,23,38,0,65,58.03089986991944,70,"Data Center/Web Hosting/Transit","US","ABUSIVE_ACTOR","DATACENTER",1,0,0,0,0,1,1,0,1,1,3.5,1,0,"indicator--55be845b-52fb-4101-ac15-bdccfe119930"
64,64,1,113,0,64,64,0,75,84.56904851336472,60,"Data Center/Web Hosting/Transit","US","SCANNER","CLOUD",0,0,0,0,0,1,0,0,0,1,113,1,0,"indicator--e000da25-4c5f-404f-bde3-42e90720cb6c"
33,48,1,10,2,33,48,0,65,70.41392685158225,70,"Data Center/Web Hosting/Transit","SG","ABUSIVE_ACTOR","DATACENTER",1,0,0,0,0,1,1,0,1,1,3.3333333333333335,1,0,"indicator--52acf8b6-3f98-4535-b504-f9e80d360106"
36,36,1,49,0,36,36,0,65,52.98970004336019,50,"Data Center/Web Hosting/Transit","ES","ABUSIVE_ACTOR","CLOUD",0,0,0,0,0,1,0,0,0,1,49,1,0,"indicator--9c9c7f4b-ef83-4d13-ad4f-2e619bff1cd5"
40,40,1,38,0,40,40,0,0,55.91064607026499,50,"Fixed Line ISP","US","UNKNOWN_THREAT","RESIDENTIAL",0,0,1,0,0,1,0,0,0,1,38,1,0,"indicator--55677881-63bb-416e-b4a0-cfba7b1b068b"
59,59,1,34,0,59,59,0,65,74.44068044350276,50,"Data Center/Web Hosting/Transit","PL","ABUSIVE_ACTOR","CLOUD",0,0,0,0,0,1,0,0,0,1,34,1,0,"indicator--fd760c40-8e4a-408c-90d3-7d801cc84885"
100,100,1,116,0,100,100,0,70,120.68185861746161,70,"Fixed Line ISP","RU","UNKNOWN_THREAT","RESIDENTIAL",0,0,1,0,0,1,0,0,0,1,116,1,1,"indicator--9ae06e43-7267-4fd8-893c-3e571cb18274"
37,37,1,31,0,37,37,0,65,52.05149978319906,50,"Data Center/Web Hosting/Transit","JP","ABUSIVE_ACTOR","CLOUD",0,0,0,0,0,1,0,0,0,1,31,1,0,"indicator--332d11b1-10f0-41c2-90ce-32d1fea483ef"
32,42,1,9,1,32,42,0,0,43,65,"Fixed Line ISP","CN","UNKNOWN_THREAT","RESIDENTIAL",0,0,1,0,0,1,1,0,0,1,4.5,1,0,"indicator--307963b2-0e35-4df8-ab93-b86f19517a05"
41,51,1,29,1,41,51,0,65,56.771212547196626,65,"Data Center/Web Hosting/Transit","US","ABUSIVE_ACTOR","CLOUD",0,0,0,0,0,1,1,0,0,1,14.5,1,0,"indicator--85afa775-ae6b-47ec-8804-86e0af002249"
44,44,1,49,0,44,44,0,65,60.98970004336019,50,"Data Center/Web Hosting/Transit","ES","ABUSIVE_ACTOR","CLOUD",0,0,0,0,0,1,0,0,0,1,49,1,0,"indicator--2c9a378d-d528-4c5e-8151-843797462a66"
28,43,1,31,1,28,43,0,65,69.05149978319906,70,"Commercial","CN","PROXY_SERVICE","PROXY",1,0,0,0,0,1,1,0,1,1,15.5,1,0,"indicator--20590b40-3fa9-44b7-853a-65d724b60e30"
0,80,0,0,0,0,80,0,0,0,0,"unknown","unknown","unknown","unknown",0,0,0,0,0,0,0,0,0,0,0,0,0,"indicator--threatfox-20d0e25c-e582-527d-8f83-00044382fadc"
76,86,1,41,1,76,86,0,70,93.23249290397901,65,"Data Center/Web Hosting/Transit","US","ABUSIVE_ACTOR","DATACENTER",0,0,0,0,0,1,1,0,0,1,20.5,1,0,"indicator--7bb39537-b251-4e53-ac2c-1679062d05c4"
100,100,1,108,2,100,100,0,90,122.37426497940623,85,"Data Center/Web Hosting/Transit","US","SCANNER","DATACENTER",0,0,0,0,0,1,1,0,0,1,36,1,0,"indicator--8c0c9eab-79b0-4932-b6f7-f9fba151e5f5"
37,37,1,40,0,37,37,0,65,53.12783856719736,50,"Data Center/Web Hosting/Transit","IN","ABUSIVE_ACTOR","CLOUD",0,0,0,0,0,1,0,0,0,1,40,1,0,"indicator--b4710466-0415-43b2-8ecd-1cc13c38e57f"
25,40,1,9,2,25,40,0,65,62,70,"Data Center/Web Hosting/Transit","SG","ABUSIVE_ACTOR","DATACENTER",1,0,0,0,0,1,1,0,1,1,3,1,0,"indicator--bd3231bb-fbaf-45d9-8b6a-b4311bdeac7a"
67,67,1,79,0,67,67,0,65,86.03089986991944,60,"Data Center/Web Hosting/Transit","US","ABUSIVE_ACTOR","CLOUD",0,0,0,0,0,1,0,0,0,1,79,1,0,"indicator--eb3f2dd6-8d84-40e2-8a84-b096708a88c0"
36,36,1,11,0,36,36,0,0,46.79181246047625,50,"Fixed Line ISP","CN","UNKNOWN_THREAT","RESIDENTIAL",0,0,1,0,0,1,0,0,0,1,11,1,0,"indicator--0f97bef2-0f99-4d90-a65c-b82a8d3d30b0"
65,65,1,24,0,65,65,0,65,78.97940008672037,50,"Data Center/Web Hosting/Transit","US","ABUSIVE_ACTOR","CLOUD",0,0,0,0,0,1,0,0,0,1,24,1,0,"indicator--260aab4f-cf03-4f0a-821a-06f076657218"
38,38,1,52,0,38,38,0,65,55.24275869600789,60,"Data Center/Web Hosting/Transit","US","ABUSIVE_ACTOR","CLOUD",0,0,0,0,0,1,0,0,0,1,52,1,0,"indicator--c52a79b5-021d-4292-938b-1d6f515eb182"
0,80,0,0,0,0,80,0,0,0,0,"unknown","unknown","unknown","unknown",0,0,0,0,0,0,0,0,0,0,0,0,0,"indicator--threatfox-5ff41f42-af24-5572-8bf9-1fece660e4a6"
0,80,0,0,0,0,80,0,0,0,0,"unknown","unknown","unknown","unknown",0,0,0,0,0,0,0,0,0,0,0,0,0,"indicator--threatfox-f21570bd-93fe-5fa2-ac21-885880439295"
100,100,1,1780,0,100,100,0,95,157.50663919463244,75,"Data Center/Web Hosting/Transit","NL","SCANNER","DATACENTER",1,0,0,0,0,1,0,0,1,1,1780,1,0,"indicator--5478118c-09bc-42ef-819e-8a42f9032230"
50,50,1,15,0,50,50,0,0,62.04119982655925,50,"Data Center/Web Hosting/Transit","FR","ABUSIVE_ACTOR","DATACENTER",0,0,0,0,0,1,0,0,0,1,15,1,0,"indicator--7088e88c-3d7e-446e-9e8d-256bbb1c18d5"
0,80,0,0,0,0,80,0,0,0,0,"unknown","unknown","unknown","unknown",0,0,0,0,0,0,0,0,0,0,0,0,0,"indicator--threatfox-97f8bc32-e1d6-506e-9336-fc4e1f4e266f"
49,49,1,65,0,49,49,0,65,67.19543935541869,60,"Data Center/Web Hosting/Transit","US","ABUSIVE_ACTOR","CLOUD",0,0,0,0,0,1,0,0,0,1,65,1,0,"indicator--1c054f44-0277-408a-b11d-74657f58db13"
100,100,1,264,0,100,100,0,90,124.23245873936807,70,"Data Center/Web Hosting/Transit","NL","SCANNER","DATACENTER",0,0,0,0,0,1,0,0,0,1,264,1,0,"indicator--52ab890e-94c8-4a83-9b7f-f70bf7d0abd9"
35,50,1,9,1,35,50,0,65,71,70,"Data Center/Web Hosting/Transit","SG","ABUSIVE_ACTOR","DATACENTER",1,0,0,0,0,1,1,0,1,1,4.5,1,0,"indicator--2cfdd4af-d081-4f01-9970-e7e8e96ec3dc"
32,32,1,38,0,32,32,0,65,47.91064607026499,50,"Data Center/Web Hosting/Transit","BR","ABUSIVE_ACTOR","CLOUD",0,0,0,0,0,1,0,0,0,1,38,1,0,"indicator--43578c30-6b55-487a-91d8-941f1290185d"
100,100,1,295,0,100,100,0,95,149.7129171105894,75,"Data Center/Web Hosting/Transit","DE","SCANNER","DATACENTER",1,0,0,0,0,1,0,0,1,1,295,1,0,"indicator--2559fbe8-892b-4ce8-8e45-3450651bbcb7"
37,37,1,6,0,37,37,0,0,45.45098040014257,50,"Data Center/Web Hosting/Transit","IT","ABUSIVE_ACTOR","DATACENTER",0,0,0,0,0,1,0,0,0,1,6,1,0,"indicator--88f3dc49-8f65-475e-8e0b-07b1088a15ea"
100,100,1,68,0,100,100,0,65,118.38849090737256,70,"Data Center/Web Hosting/Transit","US","ABUSIVE_ACTOR","DATACENTER",0,0,0,0,0,1,0,0,0,1,68,1,0,"indicator--c9df4421-628b-47b1-86f5-c32677f51ccd"
100,100,1,740,0,100,100,0,90,128.69818207979327,70,"Data Center/Web Hosting/Transit","NL","SCANNER","DATACENTER",0,0,0,0,0,1,0,0,0,1,740,1,0,"indicator--77b00ab3-bc50-4b4d-ad39-21bd5566eae2"
49,64,1,24,1,49,64,0,65,88.97940008672037,70,"Data Center/Web Hosting/Transit","CN","ABUSIVE_ACTOR","DATACENTER",1,0,0,0,0,1,1,0,1,1,12,1,0,"indicator--da712c55-d2b1-411b-879f-7d4af0022be3"
0,80,0,0,0,0,80,0,0,0,0,"unknown","unknown","unknown","unknown",0,0,0,0,0,0,0,0,0,0,0,0,0,"indicator--threatfox-95ec80f3-fe10-5488-9948-a8fa67a80fcb"
32,32,1,67,0,32,32,0,65,50.32508912706236,60,"Data Center/Web Hosting/Transit","US","ABUSIVE_ACTOR","CLOUD",0,0,0,0,0,1,0,0,0,1,67,1,0,"indicator--83e4efaf-cb84-4c50-a9bd-d3078d001c13"
0,80,0,0,0,0,80,0,0,0,0,"unknown","unknown","unknown","unknown",0,0,0,0,0,0,0,0,0,0,0,0,0,"indicator--threatfox-926607c0-e3a8-5571-bd10-fdef539d07ea"
100,100,1,434,1,100,100,0,95,127.38489256954637,85,"Data Center/Web Hosting/Transit","US","SCANNER","CLOUD",0,0,0,0,0,1,1,0,0,1,217,1,0,"indicator--8c35e48d-5400-49f9-8504-0dcb82e7de0d"
100,100,1,183,10,100,100,0,90,132.64817823009537,85,"Fixed Line ISP","DE","MALICIOUS_BOT","RESIDENTIAL",0,0,1,0,0,1,1,0,0,1,16.636363636363637,1,1,"indicator--040a65d2-b57a-4d89-91a1-44f4bd996b0e"
75,75,1,17,0,75,75,0,65,87.55272505103306,50,"Data Center/Web Hosting/Transit","US","ABUSIVE_ACTOR","DATACENTER",0,0,0,0,0,1,0,0,0,1,17,1,0,"indicator--614f38de-7ce0-4cf9-8362-08dd9675f15d"
0,80,0,0,0,0,80,0,0,0,0,"unknown","unknown","unknown","unknown",0,0,0,0,0,0,0,0,0,0,0,0,0,"indicator--threatfox-f5787415-fd44-5e93-937c-208a960b5f0c"
42,57,1,23,2,42,57,0,65,82.80211241711606,70,"Data Center/Web Hosting/Transit","HK","ABUSIVE_ACTOR","DATACENTER",1,0,0,0,0,1,1,0,1,1,7.666666666666667,1,0,"indicator--0c887bed-c510-4c0d-8ef4-3dd8c62db33b"
39,39,1,58,0,39,39,0,65,56.70852011642144,60,"Data Center/Web Hosting/Transit","BR","ABUSIVE_ACTOR","CLOUD",0,0,0,0,0,1,0,0,0,1,58,1,0,"indicator--aca2fd74-bd20-432a-b683-26bfd37e7687"
31,31,1,22,0,31,31,0,65,44.61727836017593,50,"Data Center/Web Hosting/Transit","US","ABUSIVE_ACTOR","CLOUD",0,0,0,0,0,1,0,0,0,1,22,1,0,"indicator--80ca4898-8c27-4c22-8a3f-87bdbb330937"
27,42,1,7,1,27,42,0,65,62.03089986991944,70,"Data Center/Web Hosting/Transit","SG","ABUSIVE_ACTOR","DATACENTER",1,0,0,0,0,1,1,0,1,1,3.5,1,0,"indicator--243f6b5b-befa-4d27-adc1-b98d6df62660"
100,100,1,86,0,100,100,0,65,119.39519252618618,70,"Data Center/Web Hosting/Transit","NL","ABUSIVE_ACTOR","DATACENTER",0,0,0,0,0,1,0,0,0,1,86,1,0,"indicator--c5db05ba-aae0-4665-8872-69be69f80d2f"
47,57,1,15,1,47,57,0,0,60.04119982655925,65,"Fixed Line ISP","CN","UNKNOWN_THREAT","RESIDENTIAL",0,0,1,0,0,1,1,0,0,1,7.5,1,0,"indicator--7f18e4bf-cd1b-40af-9ad8-32ea859bd071"
85,85,1,174,0,85,85,0,80,107.43038048686294,70,"Data Center/Web Hosting/Transit","US","SCANNER","DATACENTER",0,0,0,0,0,1,0,0,0,1,174,1,1,"indicator--d4a5408a-04d5-4d0c-9444-6ab9e5b327de"
35,35,1,20,0,35,35,0,0,48.222192947339195,50,"Data Center/Web Hosting/Transit","DK","ABUSIVE_ACTOR","DATACENTER",0,0,0,0,0,1,0,0,0,1,20,1,0,"indicator--449fcc84-9db6-4c55-9783-8f37d5dce9ee"
36,36,1,21,0,36,36,0,65,49.42422680822206,50,"Data Center/Web Hosting/Transit","CA","ABUSIVE_ACTOR","CLOUD",0,0,0,0,0,1,0,0,0,1,21,1,0,"indicator--40fc9d64-86de-4833-9dc6-846e7a795c6d"
0,80,0,0,0,0,80,0,0,0,0,"unknown","unknown","unknown","unknown",0,0,0,0,0,0,0,0,0,0,0,0,0,"indicator--threatfox-365e93a5-0bde-55c5-809d-7822db74c37e"
100,100,1,949,0,100,100,0,95,129.77723605288847,70,"Data Center/Web Hosting/Transit","JP","SCANNER","CLOUD",0,0,0,0,0,1,0,0,0,1,949,1,0,"indicator--0bd33cf9-e6b0-439e-b3b4-eb76d1a7b0ee"
57,67,1,12,1,57,67,0,65,69.13943352306836,65,"Data Center/Web Hosting/Transit","US","ABUSIVE_ACTOR","CLOUD",0,0,0,0,0,1,1,0,0,1,6,1,0,"indicator--3e0277fb-745e-48cc-b96b-9d887bf3ccd8"
50,60,1,8,2,50,60,0,65,61.54242509439325,65,"Data Center/Web Hosting/Transit","US","ABUSIVE_ACTOR","DATACENTER",0,0,0,0,0,1,1,0,0,1,2.6666666666666665,1,0,"indicator--bd7a40f8-48df-4868-9ae6-358b8232f233"
30,40,1,13,1,30,40,0,0,42.46128035678238,65,"Fixed Line ISP","CN","UNKNOWN_THREAT","RESIDENTIAL",0,0,1,0,0,1,1,0,0,1,6.5,1,0,"indicator--08a7a9a9-6da1-4730-8b33-d21cdda19482"
39,39,1,62,0,39,39,0,65,56.99340549453582,60,"Data Center/Web Hosting/Transit","US","ABUSIVE_ACTOR","CLOUD",0,0,0,0,0,1,0,0,0,1,62,1,0,"indicator--37b96dbf-7927-426b-a44e-93608f4f4097"
27,42,1,8,2,27,42,0,65,63.54242509439325,70,"Data Center/Web Hosting/Transit","SG","ABUSIVE_ACTOR","DATACENTER",1,0,0,0,0,1,1,0,1,1,2.6666666666666665,1,0,"indicator--43b66a9e-7361-49ef-927f-f2ebd117b6d9"
33,38,1,11,0,33,38,0,65,68.79181246047625,55,"Data Center/Web Hosting/Transit","SG","ABUSIVE_ACTOR","DATACENTER",1,0,0,0,0,1,0,0,1,1,11,1,0,"indicator--8c5a5436-f7e8-45c4-8b1d-b4adcc21dfac"
32,32,1,10,0,32,32,0,65,42.41392685158225,50,"Data Center/Web Hosting/Transit","US","ABUSIVE_ACTOR","CLOUD",0,0,0,0,0,1,0,0,0,1,10,1,0,"indicator--81ff4579-a960-4e9b-ae59-38be0975b9a9"
22,37,1,54,1,22,37,0,70,65.40362689494243,80,"Fixed Line ISP","CN","PROXY_SERVICE","PROXY",1,0,0,0,0,1,1,0,1,1,27,1,0,"indicator--9ab41d05-93b0-40d8-8188-d2715424a6fc"
43,43,1,31,0,43,43,0,0,58.05149978319906,50,"Mobile ISP","CN","UNKNOWN_THREAT","RESIDENTIAL",0,0,1,0,0,1,0,0,0,1,31,1,0,"indicator--fd46aa2c-d962-4ba3-b7b6-05809c5336e2"
100,100,1,46,0,100,100,0,70,116.72097857935718,60,"Data Center/Web Hosting/Transit","US","ABUSIVE_ACTOR","CLOUD",0,0,0,0,0,1,0,0,0,1,46,1,0,"indicator--51cc881d-7881-4410-9d6b-32b6a8c8529a"
100,100,1,49,0,100,100,0,65,116.98970004336019,60,"Data Center/Web Hosting/Transit","NL","ABUSIVE_ACTOR","DATACENTER",0,0,0,0,0,1,0,0,0,1,49,1,0,"indicator--b43cd2db-3c1e-4f30-9040-a79c4394baf4"
55,55,1,16,0,55,55,0,65,67.30448921378274,50,"Data Center/Web Hosting/Transit","US","ABUSIVE_ACTOR","CLOUD",0,0,0,0,0,1,0,0,0,1,16,1,0,"indicator--7b7f8b08-ef2d-4e54-833a-ec8516b1c2ae"
44,44,1,53,0,44,44,0,65,61.32393759822969,60,"Data Center/Web Hosting/Transit","IN","ABUSIVE_ACTOR","CLOUD",0,0,0,0,0,1,0,0,0,1,53,1,0,"indicator--b47e005b-a20f-4e34-9362-f97908f22bfb"
32,32,1,9,0,32,32,0,65,42,50,"Data Center/Web Hosting/Transit","SG","ABUSIVE_ACTOR","CLOUD",0,0,0,0,0,1,0,0,0,1,9,1,0,"indicator--71bae594-5a70-4cf4-ad63-5be2431d6430"
0,80,0,0,0,0,80,0,0,0,0,"unknown","unknown","unknown","unknown",0,0,0,0,0,0,0,0,0,0,0,0,0,"indicator--threatfox-047b0ce8-dd38-5d5e-840f-db19b67a43e2"
44,44,1,44,0,44,44,0,65,60.53212513775344,50,"Data Center/Web Hosting/Transit","US","ABUSIVE_ACTOR","CLOUD",0,0,0,0,0,1,0,0,0,1,44,1,0,"indicator--f14d5d21-243b-468c-b945-f1097bb1522c"
100,100,1,191,0,100,100,0,80,122.8330122870355,70,"Fixed Line ISP","CN","UNKNOWN_THREAT","RESIDENTIAL",0,0,1,0,0,1,0,0,0,1,191,1,0,"indicator--b43c89b6-b57c-4a44-9be0-a01d8d5a7319"
36,36,1,60,0,36,36,0,65,53.85329835010767,60,"Data Center/Web Hosting/Transit","IN","ABUSIVE_ACTOR","CLOUD",0,0,0,0,0,1,0,0,0,1,60,1,0,"indicator--d5ae9ad0-91b1-4779-b0d1-4abb6c185a3d"
65,75,1,49,2,65,75,0,65,83.98970004336019,65,"Data Center/Web Hosting/Transit","US","ABUSIVE_ACTOR","DATACENTER",0,0,0,0,0,1,1,0,0,1,16.333333333333332,1,0,"indicator--e8c14cb0-fbd6-47bd-acfa-52708292e59f"
