target_abuse_score,target_confidence,target_auto_blocked,total_reports,vt_detections,abuse_score,confidence,threatfox_iocs,mitre_confidence,asshole_score,classification_confidence,usage_type,country_code,threat_category,infrastructure_type,suspicious_isp,young_domain,residential_proxy,verified_identity,published_ip_ranges,signal_abuse_reports,signal_vt_detections,signal_threatfox,signal_suspicious_infra,signal_behavioral,reports_to_vt_ratio,has_ssl_data,ssl_port_open,id
100,100,1,469,0,100,100,0,90,126.72097857935718,70,"Data Center/Web Hosting/Transit","US","SCANNER","DATACENTER",0,0,0,0,0,1,0,0,0,1,469,1,0,"indicator--338cf694-4bb2-4913-9669-cf219b839cd8"
34,34,1,23,0,34,34,0,65,47.802112417116064,50,"Data Center/Web Hosting/Transit","US","ABUSIVE_ACTOR","CLOUD",0,0,0,0,0,1,0,0,0,1,23,1,0,"indicator--b9eb1af7-51a8-42de-ae7c-6e6fa6adaa9f"
100,100,1,103,1,100,100,0,85,121.1703333929878,85,"Data Center/Web Hosting/Transit","US","SCANNER","CLOUD",0,0,0,0,0,1,1,0,0,1,51.5,1,0,"indicator--19af4ae9-4f52-48bb-b9eb-e2c4566f94e2"
38,38,1,46,0,38,38,0,65,54.72097857935718,50,"Data Center/Web Hosting/Transit","US","ABUSIVE_ACTOR","CLOUD",0,0,0,0,0,1,0,0,0,1,46,1,0,"indicator--1387a5d0-d0eb-430c-a1b8-4bf67876262a"
100,100,1,155,0,100,100,0,80,121.93124598354461,70,"Fixed Line ISP","CN","UNKNOWN_THREAT","RESIDENTIAL",0,0,1,0,0,1,0,0,0,1,155,1,0,"indicator--9569883e-dbc1-4974-bcbb-44a679966c85"
59,59,1,138,0,59,59,0,75,80.43014800254095,60,"Data Center/Web Hosting/Transit","US","SCANNER","CLOUD",0,0,0,0,0,1,0,0,0,1,138,1,0,"indicator--cbfa3a2c-72e1-4269-9a4e-6865d55f5c98"
33,38,1,20,0,33,38,0,65,71.2221929473392,55,"Data Center/Web Hosting/Transit","HK","ABUSIVE_ACTOR","DATACENTER",1,0,0,0,0,1,0,0,1,1,20,1,0,"indicator--797dabbc-3583-43fb-b518-ed09aff80408"
41,41,1,77,0,41,41,0,65,59.9209460269048,60,"Data Center/Web Hosting/Transit","US","ABUSIVE_ACTOR","CLOUD",0,0,0,0,0,1,0,0,0,1,77,1,0,"indicator--488b8aa9-f3b0-4503-9681-238b1b8cf9fb"
100,100,1,815,4,100,100,0,95,133.11690158753862,85,"Data Center/Web Hosting/Transit","BR","SCANNER","DATACENTER",0,0,0,0,0,1,1,0,0,1,163,1,0,"indicator--f9d9c014-c976-4765-8567-a04d80bb8938"
38,38,1,6,0,38,38,0,65,46.45098040014257,50,"Data Center/Web Hosting/Transit","US","ABUSIVE_ACTOR","CLOUD",0,0,0,0,0,1,0,0,0,1,6,1,0,"indicator--ed09fc8f-52cd-4b8c-8821-142c065c5712"
100,100,1,493,10,100,100,0,95,136.93726948923648,85,"Data Center/Web Hosting/Transit","NL","MALICIOUS_BOT","DATACENTER",0,0,0,0,0,1,1,0,0,1,44.81818181818182,1,0,"indicator--6a482887-1630-4186-9b5b-643c397d4b10"
40,40,1,14,0,40,40,0,65,51.76091259055681,50,"Data Center/Web Hosting/Transit","US","ABUSIVE_ACTOR","CLOUD",0,0,0,0,0,1,0,0,0,1,14,1,0,"indicator--25d25e8c-d8c0-4636-9c5d-e5c777ff743d"
54,54,1,30,0,54,54,0,65,68.91361693834273,50,"Data Center/Web Hosting/Transit","US","ABUSIVE_ACTOR","CLOUD",0,0,0,0,0,1,0,0,0,1,30,1,0,"indicator--c6d59fee-4929-41c3-a87a-e57c2bd00598"
42,42,1,70,0,42,42,0,65,60.51258348719075,60,"Data Center/Web Hosting/Transit","US","ABUSIVE_ACTOR","CLOUD",0,0,0,0,0,1,0,0,0,1,70,1,0,"indicator--53a7e2af-0d27-4975-bdb0-7ee4b13e821c"
31,31,1,5,0,31,31,0,65,38.78151250383644,50,"Data Center/Web Hosting/Transit","GB","ABUSIVE_ACTOR","CLOUD",0,0,0,0,0,1,0,0,0,1,5,1,0,"indicator--fbc26169-4f07-41a6-bc84-090d259233b4"
43,43,1,63,0,43,43,0,65,61.061799739838875,60,"Data Center/Web Hosting/Transit","US","ABUSIVE_ACTOR","CLOUD",0,0,0,0,0,1,0,0,0,1,63,1,0,"indicator--99dd271e-1bb8-4661-8605-bf2eede477e9"
42,52,1,56,1,42,52,0,0,60.558748556724915,75,"Data Center/Web Hosting/Transit","HK","ABUSIVE_ACTOR","DATACENTER",0,0,0,0,0,1,1,0,0,1,28,1,0,"indicator--1015fe27-f5cc-4141-9e24-3f76622262c8"
100,100,1,1205,0,100,100,0,90,130.81347307804134,70,"Data Center/Web Hosting/Transit","US","SCANNER","DATACENTER",0,0,0,0,0,1,0,0,0,1,1205,1,0,"indicator--ddc90b8a-0290-4d13-a977-9d83c17a9cc5"
100,100,1,35,3,100,100,0,80,118.56302500767288,75,"Data Center/Web Hosting/Transit","IN","ABUSIVE_ACTOR","CLOUD",0,0,0,0,0,1,1,0,0,1,8.75,1,1,"indicator--1a8dfdd1-12be-465f-a3f6-b8ba22aebfae"
100,100,1,59,3,100,100,0,80,120.78151250383644,85,"Data Center/Web Hosting/Transit","PL","ABUSIVE_ACTOR","DATACENTER",0,0,0,0,0,1,1,0,0,1,14.75,1,0,"indicator--13518f6f-0a5a-49f3-a94f-fa3c7f694ca6"
44,49,1,19,0,44,49,0,65,82.01029995663981,55,"Data Center/Web Hosting/Transit","US","ABUSIVE_ACTOR","DATACENTER",1,0,0,0,0,1,0,0,1,1,19,1,0,"indicator--7000267f-2547-4beb-a67f-dddb3216b352"
30,30,1,15,0,30,30,0,65,42.04119982655925,50,"Data Center/Web Hosting/Transit","US","ABUSIVE_ACTOR","CLOUD",0,0,0,0,0,1,0,0,0,1,15,1,0,"indicator--73637dad-8b16-4748-a274-14afc84c2448"
48,48,1,80,0,48,48,0,65,67.0848501887865,60,"Data Center/Web Hosting/Transit","US","ABUSIVE_ACTOR","CLOUD",0,0,0,0,0,1,0,0,0,1,80,1,0,"indicator--619bf25e-b05f-4a5b-a477-6d8070ff4076"
49,49,1,52,0,49,49,0,65,66.24275869600788,60,"Data Center/Web Hosting/Transit","US","ABUSIVE_ACTOR","CLOUD",0,0,0,0,0,1,0,0,0,1,52,1,0,"indicator--693412ec-4fb5-445e-927e-3de29045775e"
42,42,1,25,0,42,42,0,65,56.14973347970818,50,"Data Center/Web Hosting/Transit","US","ABUSIVE_ACTOR","CLOUD",0,0,0,0,0,1,0,0,0,1,25,1,0,"indicator--b7749e40-e428-4b8d-9ba3-6e507835a856"
40,40,1,59,0,40,40,0,65,57.78151250383644,60,"Data Center/Web Hosting/Transit","ES","ABUSIVE_ACTOR","CLOUD",0,0,0,0,0,1,0,0,0,1,59,1,0,"indicator--ad5152db-c089-4562-ab25-1fdb7e0d819b"
100,100,1,115,3,100,100,0,90,123.64457989226918,85,"Data Center/Web Hosting/Transit","US","SCANNER","DATACENTER",0,0,0,0,0,1,1,0,0,1,28.75,1,0,"indicator--0640920d-94a1-4521-9a93-d52fe5eab789"
31,36,1,85,0,31,36,0,65,75.34498451243567,65,"Data Center/Web Hosting/Transit","SG","ABUSIVE_ACTOR","DATACENTER",1,0,0,0,0,1,0,0,1,1,85,1,0,"indicator--87ec6e9b-63b9-49f2-b6fa-44d16634c7ea"
42,42,1,47,0,42,42,0,65,58.812412373755876,50,"Data Center/Web Hosting/Transit","PL","ABUSIVE_ACTOR","CLOUD",0,0,0,0,0,1,0,0,0,1,47,1,0,"indicator--39fb4fb5-88df-48b9-87d5-14dee33a91e1"
73,73,1,71,0,73,73,0,65,91.57332496431269,60,"Data Center/Web Hosting/Transit","US","ABUSIVE_ACTOR","CLOUD",0,0,0,0,0,1,0,0,0,1,71,1,0,"indicator--4658d8e5-948d-42ef-b5b4-25c948bceab6"
53,63,1,40,4,53,63,0,65,73.12783856719736,65,"Data Center/Web Hosting/Transit","RU","ABUSIVE_ACTOR","DATACENTER",0,0,0,0,0,1,1,0,0,1,8,1,0,"indicator--c3b1643b-72f4-4522-830c-4ae005083466"
32,32,1,18,0,32,32,0,65,44.78753600952829,50,"Data Center/Web Hosting/Transit","US","ABUSIVE_ACTOR","CLOUD",0,0,0,0,0,1,0,0,0,1,18,1,0,"indicator--067c1727-fb26-4049-b135-be379d21e36d"
61,61,1,52,0,61,61,0,0,78.24275869600788,60,"Data Center/Web Hosting/Transit","FR","ABUSIVE_ACTOR","DATACENTER",0,0,0,0,0,1,0,0,0,1,52,1,0,"indicator--f6f902fb-18d6-412b-a9b1-3ced6d66be6f"
86,86,1,71,0,86,86,0,0,104.57332496431269,70,"Fixed Line ISP","US","UNKNOWN_THREAT","RESIDENTIAL",0,0,1,0,0,1,0,0,0,1,71,1,0,"indicator--c139ca1c-ea0b-4fc1-8c83-667809f0e1e6"
52,52,1,80,0,52,52,0,65,71.0848501887865,60,"Data Center/Web Hosting/Transit","US","ABUSIVE_ACTOR","CLOUD",0,0,0,0,0,1,0,0,0,1,80,1,0,"indicator--0e6c6127-36e4-45d1-b8cb-6ba2758fa537"
69,74,1,137,0,69,74,0,75,115.39879086401237,65,"Data Center/Web Hosting/Transit","SG","SCANNER","DATACENTER",1,0,0,0,0,1,0,0,1,1,137,1,0,"indicator--6a3bb6c5-44fc-4330-a57a-f4104423ef70"
70,80,1,22,2,70,80,0,70,85.61727836017593,65,"Data Center/Web Hosting/Transit","US","ABUSIVE_ACTOR","CLOUD",0,0,0,0,0,1,1,0,0,1,7.333333333333333,1,0,"indicator--f64446ae-518e-43ae-9ee1-155ce030e928"
50,50,1,64,0,50,50,0,65,68.12913356642855,60,"Data Center/Web Hosting/Transit","US","ABUSIVE_ACTOR","CLOUD",0,0,0,0,0,1,0,0,0,1,64,1,0,"indicator--0c472285-9548-4e75-bf1c-4ac3b1222a73"
40,40,1,66,0,40,40,0,65,58.26074802700826,60,"Data Center/Web Hosting/Transit","US","ABUSIVE_ACTOR","CLOUD",0,0,0,0,0,1,0,0,0,1,66,1,0,"indicator--dadbf754-b4f6-4ec1-a187-1718c0197e7d"
100,100,1,1035,0,100,100,0,90,130.15359755409213,70,"Data Center/Web Hosting/Transit","US","SCANNER","DATACENTER",0,0,0,0,0,1,0,0,0,1,1035,1,0,"indicator--2736cb4c-e583-4cbc-9535-588f76181da1"
42,42,1,51,0,42,42,0,65,59.16003343634799,60,"Data Center/Web Hosting/Transit","ES","ABUSIVE_ACTOR","CLOUD",0,0,0,0,0,1,0,0,0,1,51,1,0,"indicator--72682fdc-189c-4590-a47a-a842e22847e5"
47,47,1,53,0,47,47,0,65,64.32393759822969,60,"Data Center/Web Hosting/Transit","ES","ABUSIVE_ACTOR","CLOUD",0,0,0,0,0,1,0,0,0,1,53,1,0,"indicator--107696ab-c362-47f0-80a3-4ed326875f01"
40,40,1,66,0,40,40,0,65,58.26074802700826,60,"Data Center/Web Hosting/Transit","US","ABUSIVE_ACTOR","CLOUD",0,0,0,0,0,1,0,0,0,1,66,1,0,"indicator--f7805964-4f1b-435a-839e-9da822a0b68c"
52,52,1,57,0,52,52,0,65,69.63427993562937,60,"Data Center/Web Hosting/Transit","ES","ABUSIVE_ACTOR","CLOUD",0,0,0,0,0,1,0,0,0,1,57,1,0,"indicator--315c1c29-dd90-421b-8c92-4a3a5621a22d"
100,100,1,512,4,100,100,0,95,131.10117365111816,85,"Data Center/Web Hosting/Transit","US","SCANNER","CLOUD",0,0,0,0,0,1,1,0,0,1,102.4,1,0,"indicator--fb390892-e881-4f79-bdf7-064738e2b821"
33,33,1,15,0,33,33,0,65,45.04119982655925,50,"Data Center/Web Hosting/Transit","US","ABUSIVE_ACTOR","CLOUD",0,0,0,0,0,1,0,0,0,1,15,1,0,"indicator--7fab9230-189d-4b0b-a67c-bea664977564"
55,55,1,21,0,55,55,0,0,68.42422680822206,50,"Data Center/Web Hosting/Transit","FR","ABUSIVE_ACTOR","DATACENTER",0,0,0,0,0,1,0,0,0,1,21,1,0,"indicator--6e2262de-e3a4-47f6-a0bb-e68bdc3a40a1"
32,32,1,16,0,32,32,0,0,44.30448921378274,50,"Data Center/Web Hosting/Transit","US","ABUSIVE_ACTOR","DATACENTER",0,0,0,0,0,1,0,0,0,1,16,1,0,"indicator--4dfee32f-ffcf-4a38-a834-b958ebcbc556"
30,35,1,10,0,30,35,0,65,65.41392685158225,55,"Data Center/Web Hosting/Transit","US","ABUSIVE_ACTOR","DATACENTER",1,0,0,0,0,1,0,0,1,1,10,1,0,"indicator--9be74dce-b7b1-4202-9862-0755b1140987"
46,61,1,26,2,46,61,0,65,87.31363764158988,70,"Data Center/Web Hosting/Transit","HK","ABUSIVE_ACTOR","DATACENTER",1,0,0,0,0,1,1,0,1,1,8.666666666666666,1,0,"indicator--85f5dccd-e30a-4489-b22d-74e8631f841d"
31,31,1,12,0,31,31,0,65,42.13943352306837,50,"Data Center/Web Hosting/Transit","US","ABUSIVE_ACTOR","CLOUD",0,0,0,0,0,1,0,0,0,1,12,1,0,"indicator--26a0e7b5-0ee9-4180-9428-544c9b4067df"
46,46,1,35,0,46,46,0,65,61.56302500767288,50,"Data Center/Web Hosting/Transit","US","ABUSIVE_ACTOR","CLOUD",0,0,0,0,0,1,0,0,0,1,35,1,0,"indicator--d62db0c7-a7d6-44e7-84a3-a65366b69e4e"
64,64,1,12,0,64,64,0,65,75.13943352306836,50,"Data Center/Web Hosting/Transit","US","ABUSIVE_ACTOR","CLOUD",0,0,0,0,0,1,0,0,0,1,12,1,0,"indicator--3ac6d514-0c9d-4dd3-942c-99d6099810bf"
38,38,1,54,0,38,38,0,65,55.403626894942434,60,"Data Center/Web Hosting/Transit","US","ABUSIVE_ACTOR","CLOUD",0,0,0,0,0,1,0,0,0,1,54,1,0,"indicator--d5fb2681-448f-4484-bffa-b89f949ba2e6"
38,38,1,57,0,38,38,0,65,55.63427993562937,60,"Data Center/Web Hosting/Transit","BR","ABUSIVE_ACTOR","CLOUD",0,0,0,0,0,1,0,0,0,1,57,1,0,"indicator--83fc32a8-68e1-42f2-8da2-f8febe455951"
42,42,1,48,0,42,42,0,65,58.90196080028514,50,"Data Center/Web Hosting/Transit","ES","ABUSIVE_ACTOR","CLOUD",0,0,0,0,0,1,0,0,0,1,48,1,0,"indicator--e0d5ed75-9670-4f9a-bbcf-a6fec738b51c"
0,80,0,0,0,0,80,0,0,0,0,"unknown","unknown","unknown","unknown",0,0,0,0,0,0,0,0,0,0,0,0,0,"indicator--threatfox-e6a7d5bf-9bec-548a-a204-460d4d79c110"
0,80,0,0,0,0,80,0,0,0,0,"unknown","unknown","unknown","unknown",0,0,0,0,0,0,0,0,0,0,0,0,0,"indicator--threatfox-7026d4e4-32fd-5e32-8b48-9860a9df66c2"
0,80,0,0,0,0,80,0,0,0,0,"unknown","unknown","unknown","unknown",0,0,0,0,0,0,0,0,0,0,0,0,0,"indicator--threatfox-d2ab9dbd-58a5-5f71-9e78-6b4d797ac392"
100,100,1,689,0,100,100,0,90,128.38849090737256,70,"Data Center/Web Hosting/Transit","GB","SCANNER","CLOUD",0,0,0,0,0,1,0,0,0,1,689,1,0,"indicator--3d29caac-e59e-4c89-8063-7ec49771c1b9"
37,37,1,6,0,37,37,0,65,45.45098040014257,50,"Data Center/Web Hosting/Transit","US","ABUSIVE_ACTOR","CLOUD",0,0,0,0,0,1,0,0,0,1,6,1,0,"indicator--ca66764c-5c42-4a16-9a50-d9b04d7a47ae"
34,34,1,15,0,34,34,0,65,46.04119982655925,50,"Data Center/Web Hosting/Transit","SG","ABUSIVE_ACTOR","CLOUD",0,0,0,0,0,1,0,0,0,1,15,1,0,"indicator--7bd1de97-2c59-4670-a1cd-613e21c5c85d"
100,100,1,427,0,100,100,0,95,126.31443769013173,70,"Data Center/Web Hosting/Transit","US","SCANNER","CLOUD",0,0,0,0,0,1,0,0,0,1,427,1,0,"indicator--61e51e4e-3e8b-47cb-8cb2-3ff5a05c2326"
100,100,1,714,4,100,100,0,95,132.5430604180108,85,"Data Center/Web Hosting/Transit","US","SCANNER","DATACENTER",0,0,0,0,0,1,1,0,0,1,142.8,1,0,"indicator--db596378-ca7c-421e-89ea-e5e2f381f671"
52,52,1,158,0,52,52,0,85,74.01397124320451,60,"Data Center/Web Hosting/Transit","US","SCANNER","CLOUD",0,0,0,0,0,1,0,0,0,1,158,1,0,"indicator--a97b2c9e-1f23-40e3-8ccc-9ecc076d9327"
0,80,0,0,0,0,80,0,0,0,0,"unknown","unknown","unknown","unknown",0,0,0,0,0,0,0,0,0,0,0,0,0,"indicator--threatfox-d311cd1f-cd85-50b1-9f95-af57539394d7"
35,40,1,20,0,35,40,0,65,73.2221929473392,55,"Data Center/Web Hosting/Transit","HK","ABUSIVE_ACTOR","DATACENTER",1,0,0,0,0,1,0,0,1,1,20,1,0,"indicator--bed545ea-2a0a-4036-8b02-01a549ce2aa8"
100,100,1,392,9,100,100,0,95,134.94392550375426,85,"Data Center/Web Hosting/Transit","NL","MALICIOUS_BOT","DATACENTER",0,0,0,0,0,1,1,0,0,1,39.2,1,0,"indicator--0ff7506d-0cb7-4fdd-8705-91590d4335d4"
42,42,1,78,0,42,42,0,65,60.97627091290441,60,"Data Center/Web Hosting/Transit","US","ABUSIVE_ACTOR","CLOUD",0,0,0,0,0,1,0,0,0,1,78,1,0,"indicator--ee7bb00f-fdf6-489f-9968-616f8c14438e"
45,50,1,16,0,45,50,0,65,82.30448921378274,55,"Data Center/Web Hosting/Transit","US","ABUSIVE_ACTOR","DATACENTER",1,0,0,0,0,1,0,0,1,1,16,1,0,"indicator--61c1e2e4-b0ee-491c-beb0-75753b643ac2"
67,67,1,16,0,67,67,0,65,79.30448921378274,50,"Data Center/Web Hosting/Transit","US","ABUSIVE_ACTOR","CLOUD",0,0,0,0,0,1,0,0,0,1,16,1,0,"indicator--8cdf7f6f-d028-4ffc-b74e-5b264c776d72"
59,59,1,12,0,59,59,0,0,70.13943352306836,50,"Data Center/Web Hosting/Transit","PL","ABUSIVE_ACTOR","DATACENTER",0,0,0,0,0,1,0,0,0,1,12,1,0,"indicator--7778f2f9-b9f2-48de-8285-f96ec5950930"
100,100,1,73,0,100,100,0,65,118.69231719730976,70,"Fixed Line ISP","US","UNKNOWN_THREAT","RESIDENTIAL",0,0,1,0,0,1,0,0,0,1,73,1,0,"indicator--0df3bb64-def5-46a7-ba4c-fe540b5fc6ac"
53,68,1,11,1,53,68,0,65,89.79181246047625,70,"Data Center/Web Hosting/Transit","US","ABUSIVE_ACTOR","DATACENTER",1,0,0,0,0,1,1,0,1,1,5.5,1,1,"indicator--ae28de97-b604-4572-bbd6-3536e72a5979"
57,57,1,43,0,57,57,0,0,73.43452676486187,50,"Fixed Line ISP","US","UNKNOWN_THREAT","RESIDENTIAL",0,0,1,0,0,1,0,0,0,1,43,1,0,"indicator--3f3a31d4-f345-4ee5-9c3f-924d8abbe65c"
0,80,0,0,0,0,80,0,0,0,0,"unknown","unknown","unknown","unknown",0,0,0,0,0,0,0,0,0,0,0,0,0,"indicator--threatfox-c1b43c20-436b-52ef-a176-5286f55829f3"
42,42,1,47,0,42,42,0,65,58.812412373755876,50,"Data Center/Web Hosting/Transit","US","ABUSIVE_ACTOR","CLOUD",0,0,0,0,0,1,0,0,0,1,47,1,0,"indicator--daa9dc4e-30df-4bac-84b8-f4f7cd3f6a29"
0,80,0,0,0,0,80,0,0,0,0,"unknown","unknown","unknown","unknown",0,0,0,0,0,0,0,0,0,0,0,0,0,"indicator--threatfox-e60b7398-d92c-52a1-be9a-4988cd0253dc"
100,100,1,720,5,100,100,0,95,133.5793526471943,85,"Data Center/Web Hosting/Transit","DE","SCANNER","DATACENTER",0,0,0,0,0,1,1,0,0,1,120,1,0,"indicator--4d92d12c-c32c-451a-a0ef-44f4537bfab0"
0,80,0,0,0,0,80,0,0,0,0,"unknown","unknown","unknown","unknown",0,0,0,0,0,0,0,0,0,0,0,0,0,"indicator--threatfox-26cb458e-a234-586f-a278-3c04cfda00c3"
100,100,1,139,0,100,100,0,70,121.46128035678238,70,"Fixed Line ISP","CN","UNKNOWN_THREAT","RESIDENTIAL",0,0,1,0,0,1,0,0,0,1,139,1,0,"indicator--6140f5e8-9642-44e2-9a38-5589b911a1c1"
42,47,1,24,0,42,47,0,65,80.97940008672037,55,"Data Center/Web Hosting/Transit","HK","ABUSIVE_ACTOR","DATACENTER",1,0,0,0,0,1,0,0,1,1,24,1,0,"indicator--09a901a8-ab03-4357-888d-ac073fd4f5bb"
30,40,1,5,1,30,40,0,65,38.78151250383644,65,"Data Center/Web Hosting/Transit","US","ABUSIVE_ACTOR","CLOUD",0,0,0,0,0,1,1,0,0,1,2.5,1,0,"indicator--211ac0ef-6f36-4fb5-8bd0-71c39f94c2fc"
100,100,1,35,1,100,100,0,80,116.56302500767288,75,"Data Center/Web Hosting/Transit","US","ABUSIVE_ACTOR","CLOUD",0,0,0,0,0,1,1,0,0,1,17.5,1,0,"indicator--95b6f9c4-0d3b-4984-966e-2bf6f697c7f6"
100,100,1,141,1,100,100,0,85,122.52288344383057,85,"Data Center/Web Hosting/Transit","US","SCANNER","CLOUD",0,0,0,0,0,1,1,0,0,1,70.5,1,0,"indicator--038f5475-e21b-4ed7-a726-7283280942ee"
47,47,1,66,0,47,47,0,65,65.26074802700826,60,"Data Center/Web Hosting/Transit","ES","ABUSIVE_ACTOR","CLOUD",0,0,0,0,0,1,0,0,0,1,66,1,0,"indicator--69bdf000-6d76-4586-9085-286d6047c0a2"
0,80,0,0,0,0,80,0,0,0,0,"unknown","unknown","unknown","unknown",0,0,0,0,0,0,0,0,0,0,0,0,0,"indicator--threatfox-b988f3cd-3c85-50e4-b0ac-6de219275def"
40,45,1,22,0,40,45,0,65,78.61727836017593,55,"Data Center/Web Hosting/Transit","HK","ABUSIVE_ACTOR","DATACENTER",1,0,0,0,0,1,0,0,1,1,22,1,0,"indicator--1005757d-e411-491a-bcd7-3e341c4377df"
31,31,1,41,0,31,31,0,65,47.23249290397901,50,"Data Center/Web Hosting/Transit","BR","ABUSIVE_ACTOR","CLOUD",0,0,0,0,0,1,0,0,0,1,41,1,0,"indicator--8623d699-e79c-433f-8e2d-80437e9242ec"
0,80,0,0,0,0,80,0,0,0,0,"unknown","unknown","unknown","unknown",0,0,0,0,0,0,0,0,0,0,0,0,0,"indicator--threatfox-387d5420-5d74-5684-97b3-b82fb40824c7"
100,100,1,217,0,100,100,0,85,123.38456493604605,70,"Data Center/Web Hosting/Transit","FR","SCANNER","DATACENTER",0,0,0,0,0,1,0,0,0,1,217,1,0,"indicator--776eef05-2fda-41e7-a3c7-8f3a449591ce"
0,80,0,0,0,0,80,0,0,0,0,"unknown","unknown","unknown","unknown",0,0,0,0,0,0,0,0,0,0,0,0,0,"indicator--threatfox-eec3dde8-7b0b-501c-88f0-6fbf6f5aa3f2"
100,100,1,1058,0,100,100,0,90,130.24895960107486,70,"Commercial","US","UNKNOWN_THREAT","UNKNOWN",0,0,0,0,0,1,0,0,0,1,1058,1,0,"indicator--8773aae9-2a65-4c24-965b-728bf5a28d4a"
31,46,1,9,2,31,46,0,65,68,70,"Data Center/Web Hosting/Transit","SG","ABUSIVE_ACTOR","DATACENTER",1,0,0,0,0,1,1,0,1,1,3,1,0,"indicator--844a6702-d5f5-462a-aa09-2583d0c2184d"
0,80,0,0,0,0,80,0,0,0,0,"unknown","unknown","unknown","unknown",0,0,0,0,0,0,0,0,0,0,0,0,0,"indicator--threatfox-47caebbb-b7e8-5cc1-a73f-6ce290646480"
100,100,1,1210,13,100,100,0,95,143.83144143143053,85,"Data Center/Web Hosting/Transit","GB","MALICIOUS_BOT","DATACENTER",0,0,0,0,0,1,1,0,0,1,86.42857142857143,1,0,"indicator--14216d52-8ddf-49de-8138-3e30e6c11cf9"
50,50,1,80,0,50,50,0,65,69.0848501887865,60,"Data Center/Web Hosting/Transit","US","ABUSIVE_ACTOR","CLOUD",0,0,0,0,0,1,0,0,0,1,80,1,0,"indicator--a6f19d2f-a366-49bf-a8d8-14dfdd725940"
37,37,1,18,0,37,37,0,65,49.78753600952829,50,"Data Center/Web Hosting/Transit","US","ABUSIVE_ACTOR","CLOUD",0,0,0,0,0,1,0,0,0,1,18,1,0,"indicator--c72b54e1-1259-4443-a7ce-353c2893bbe6"
39,39,1,23,0,39,39,0,0,52.802112417116064,50,"Data Center/Web Hosting/Transit","US","ABUSIVE_ACTOR","DATACENTER",0,0,0,0,0,1,0,0,0,1,23,1,0,"indicator--e6bb25bc-daaa-428a-9ae3-85dcff05333c"
100,100,1,905,0,100,100,0,90,129.57128197676812,70,"Data Center/Web Hosting/Transit","NL","SCANNER","DATACENTER",0,0,0,0,0,1,0,0,0,1,905,1,0,"indicator--b221f657-addd-4e25-9763-a70988dee04b"
65,65,1,43,0,65,65,0,0,81.43452676486187,50,"Fixed Line ISP","US","UNKNOWN_THREAT","RESIDENTIAL",0,0,1,0,0,1,0,0,0,1,43,1,0,"indicator--cd6f16f6-73bd-482f-ab63-fa6766f6b038"
0,80,0,0,0,0,80,0,0,0,0,"unknown","unknown","unknown","unknown",0,0,0,0,0,0,0,0,0,0,0,0,0,"indicator--threatfox-d836ce7f-e8d6-5a17-9e07-d7ff3ad76f93"
100,100,1,293,13,100,100,0,95,137.68347330412158,85,"Fixed Line ISP","DE","MALICIOUS_BOT","RESIDENTIAL",0,0,1,0,0,1,1,0,0,1,20.928571428571427,1,0,"indicator--30199e5d-b5f6-4160-a7c7-cd45c41240a0"
44,44,1,46,0,44,44,0,65,60.72097857935718,50,"Data Center/Web Hosting/Transit","US","ABUSIVE_ACTOR","CLOUD",0,0,0,0,0,1,0,0,0,1,46,1,0,"indicator--8862890a-6526-4634-87ed-b2eb5ae1b4b3"
38,48,1,15,1,38,48,0,0,51.04119982655925,65,"Fixed Line ISP","CN","UNKNOWN_THREAT","RESIDENTIAL",0,0,1,0,0,1,1,0,0,1,7.5,1,0,"indicator--e18dd0da-80cb-4e2b-bc35-c68d01e739e4"
100,100,1,703,4,100,100,0,95,132.4757265914211,85,"Data Center/Web Hosting/Transit","US","SCANNER","DATACENTER",0,0,0,0,0,1,1,0,0,1,140.6,1,0,"indicator--8ea46673-ba89-4d08-9e9f-5e634f3b2e5e"
100,100,1,126,0,100,100,0,70,121.03803720955958,70,"Fixed Line ISP","CN","UNKNOWN_THREAT","RESIDENTIAL",0,0,1,0,0,1,0,0,0,1,126,1,0,"indicator--6a839d2a-0f0c-4ee8-99b9-9967f17f462d"
46,46,1,18,0,46,46,0,65,58.78753600952829,50,"Data Center/Web Hosting/Transit","US","ABUSIVE_ACTOR","CLOUD",0,0,0,0,0,1,0,0,0,1,18,1,0,"indicator--ac0972d9-9cc3-450d-a289-c5d927659f92"
64,79,1,154,4,64,79,0,90,114.90331698170291,80,"Data Center/Web Hosting/Transit","SG","SCANNER","DATACENTER",1,0,0,0,0,1,1,0,1,1,30.8,1,0,"indicator--cd946fbc-08ae-41fb-8c54-023b98d958e8"
41,46,1,13,0,41,46,0,65,77.46128035678238,55,"Data Center/Web Hosting/Transit","US","ABUSIVE_ACTOR","DATACENTER",1,0,0,0,0,1,0,0,1,1,13,1,0,"indicator--11a690bb-55a1-4b11-82d8-b34a7cb370e1"
38,38,1,29,0,38,38,0,65,52.771212547196626,50,"Data Center/Web Hosting/Transit","US","ABUSIVE_ACTOR","CLOUD",0,0,0,0,0,1,0,0,0,1,29,1,0,"indicator--047870f2-2848-4b40-9c00-962034177c7f"
76,76,1,51,0,76,76,0,0,93.16003343634799,60,"Data Center/Web Hosting/Transit","US","ABUSIVE_ACTOR","DATACENTER",0,0,0,0,0,1,0,0,0,1,51,1,0,"indicator--026d06fa-62ac-4c10-9a47-05da35756c83"
